frame,pkt_time,best_time
1,0.000000,0.000000
2,0.033344,0.033344
3,0.066688,0.066688
4,0.100032,0.100032
5,0.133376,0.133376
6,0.166720,0.166720
7,0.200064,0.200064
8,0.233408,0.233408
9,0.266752,0.266752
10,0.300096,0.300096
11,0.333440,0.333440
12,0.366784,0.366784
13,0.400128,0.400128
14,0.433472,0.433472
15,0.466816,0.466816
16,0.500160,0.500160
17,0.533504,0.533504
18,0.566848,0.566848
19,0.600192,0.600192
20,0.633536,0.633536
21,0.666880,0.666880
22,0.700224,0.700224
23,0.733568,0.733568
24,0.766912,0.766912
25,0.800256,0.800256
26,0.833600,0.833600
27,0.866944,0.866944
28,0.900288,0.900288
29,0.933632,0.933632
30,0.966976,0.966976
31,1.000320,1.000320
32,1.033664,1.033664
33,1.067008,1.067008
34,1.100352,1.100352
35,1.133696,1.133696
36,1.167040,1.167040
37,1.200384,1.200384
38,1.233728,1.233728
39,1.267072,1.267072
40,1.300416,1.300416
41,1.333760,1.333760
42,1.367104,1.367104
43,1.400448,1.400448
44,1.433792,1.433792
45,1.467136,1.467136
46,1.500480,1.500480
47,1.533824,1.533824
48,1.567168,1.567168
49,1.600512,1.600512
50,1.633856,1.633856
51,1.667200,1.667200
52,1.700544,1.700544
53,1.733888,1.733888
54,1.767232,1.767232
55,1.800576,1.800576
56,1.833920,1.833920
57,1.867264,1.867264
58,1.900608,1.900608
59,1.933952,1.933952
60,1.967296,1.967296
61,2.000640,2.000640
62,2.033984,2.033984
63,2.067328,2.067328
64,2.100672,2.100672
65,2.134016,2.134016
66,2.167360,2.167360
67,2.200704,2.200704
68,2.234048,2.234048
69,2.267392,2.267392
70,2.300736,2.300736
71,2.334080,2.334080
72,2.367424,2.367424
73,2.400768,2.400768
74,2.434112,2.434112
75,2.467456,2.467456
76,2.500800,2.500800
77,2.534144,2.534144
78,2.567488,2.567488
79,2.600832,2.600832
80,2.634176,2.634176
81,2.667520,2.667520
82,2.700864,2.700864
83,2.734208,2.734208
84,2.767552,2.767552
85,2.800896,2.800896
86,2.834240,2.834240
87,2.867584,2.867584
88,2.900928,2.900928
89,2.934272,2.934272
90,2.967616,2.967616
91,3.000960,3.000960
92,3.034304,3.034304
93,3.067648,3.067648
94,3.100992,3.100992
95,3.134336,3.134336
96,3.167680,3.167680
97,3.201024,3.201024
98,3.234368,3.234368
99,3.267712,3.267712
100,3.301056,3.301056
101,3.334400,3.334400
102,3.367744,3.367744
103,3.401088,3.401088
104,3.434432,3.434432
105,3.467776,3.467776
106,3.501120,3.501120
107,3.534464,3.534464
108,3.567808,3.567808
109,3.601152,3.601152
110,3.634496,3.634496
111,3.667840,3.667840
112,3.701184,3.701184
113,3.734528,3.734528
114,3.767872,3.767872
115,3.801216,3.801216
116,3.834560,3.834560
117,3.867904,3.867904
118,3.901248,3.901248
119,3.934592,3.934592
